id,code,name,level
code_171_14,171.14,Depreciación acumulada de equipo de comunicación satelital,2
code_171_15,171.15,Depreciación acumulada de equipo de adaptaciones para personas con capacidades diferentes,2
code_171_16,171.16,Depreciación acumulada de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,2
code_171_17,171.17,Depreciación acumulada de adaptaciones y mejoras,2
code_171_18,171.18,Depreciación acumulada de otra maquinaria y equipo,2
code_172,172,Pérdida por deterioro acumulado de activos fijos,1
code_172_01,172.01,Pérdida por deterioro acumulado de edificios,2
code_172_02,172.02,Pérdida por deterioro acumulado de maquinaria y equipo,2
code_172_03,172.03,"Pérdida por deterioro acumulado de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",2
code_172_04,172.04,Pérdida por deterioro acumulado de mobiliario y equipo de oficina,2
code_172_05,172.05,Pérdida por deterioro acumulado de equipo de cómputo,2
code_172_06,172.06,Pérdida por deterioro acumulado de equipo de comunicación,2
code_172_07,172.07,"Pérdida por deterioro acumulado de activos biológicos, vegetales y semovientes",2
code_172_08,172.08,Pérdida por deterioro acumulado de otros activos fijos,2
code_172_09,172.09,Pérdida por deterioro acumulado de ferrocarriles,2
code_172_10,172.10,Pérdida por deterioro acumulado de embarcaciones,2
code_172_11,172.11,Pérdida por deterioro acumulado de aviones,2
code_172_12,172.12,"Pérdida por deterioro acumulado de troqueles, moldes, matrices y herramental",2
code_172_13,172.13,Pérdida por deterioro acumulado de equipo de comunicaciones telefónicas,2
code_172_14,172.14,Pérdida por deterioro acumulado de equipo de comunicación satelital,2
code_172_15,172.15,Pérdida por deterioro acumulado de equipo de adaptaciones para personas con capacidades diferentes,2
code_172_16,172.16,Pérdida por deterioro acumulado de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,2
code_172_17,172.17,Pérdida por deterioro acumulado de adaptaciones y mejoras,2
code_172_18,172.18,Pérdida por deterioro acumulado de otra maquinaria y equipo,2
code_173,173,Gastos diferidos,1
code_173_01,173.01,Gastos diferidos,2
code_174,174,Gastos pre operativos,1
code_174_01,174.01,Gastos pre operativos,2
code_175,175,"Regalías, asistencia técnica y otros gastos diferidos",1
code_175_01,175.01,"Regalías, asistencia técnica y otros gastos diferidos",2
code_176,176,Activos intangibles,1
code_176_01,176.01,Activos intangibles,2
code_177,177,Gastos de organización,1
code_177_01,177.01,Gastos de organización,2
code_178,178,Investigación y desarrollo de mercado,1
code_178_01,178.01,Investigación y desarrollo de mercado,2
code_179,179,Marcas y patentes,1
code_179_01,179.01,Marcas y patentes,2
code_180,180,Crédito mercantil,1
code_180_01,180.01,Crédito mercantil,2
code_181,181,Gastos de instalación,1
code_181_01,181.01,Gastos de instalación,2
code_182,182,Otros activos diferidos,1
code_182_01,182.01,Otros activos diferidos,2
code_183,183,Amortización acumulada de activos diferidos,1
code_183_01,183.01,Amortización acumulada de gastos diferidos,2
code_183_02,183.02,Amortización acumulada de gastos pre operativos,2
code_183_03,183.03,"Amortización acumulada de regalías, asistencia técnica y otros gastos diferidos",2
code_183_04,183.04,Amortización acumulada de activos intangibles,2
code_183_05,183.05,Amortización acumulada de gastos de organización,2
code_183_06,183.06,Amortización acumulada de investigación y desarrollo de mercado,2
code_183_07,183.07,Amortización acumulada de marcas y patentes,2
code_183_08,183.08,Amortización acumulada de crédito mercantil,2
code_183_09,183.09,Amortización acumulada de gastos de instalación,2
code_183_10,183.10,Amortización acumulada de otros activos diferidos,2
code_184,184,Depósitos en garantía,1
code_184_01,184.01,Depósitos de fianzas,2
code_184_02,184.02,Depósitos de arrendamiento de bienes inmuebles,2
code_184_03,184.03,Otros depósitos en garantía,2
code_185,185,Impuestos diferidos,1
code_185_01,185.01,Impuestos diferidos ISR,2
code_186,186,Cuentas y documentos por cobrar a largo plazo,1
code_186_01,186.01,Cuentas y documentos por cobrar a largo plazo nacional,2
code_186_02,186.02,Cuentas y documentos por cobrar a largo plazo extranjero,2
code_186_03,186.03,Cuentas y documentos por cobrar a largo plazo nacional parte relacionada,2
code_186_04,186.04,Cuentas y documentos por cobrar a largo plazo extranjero parte relacionada,2
code_186_05,186.05,Intereses por cobrar a largo plazo nacional,2
code_186_06,186.06,Intereses por cobrar a largo plazo extranjero,2
code_186_07,186.07,Intereses por cobrar a largo plazo nacional parte relacionada,2
code_186_08,186.08,Intereses por cobrar a largo plazo extranjero parte relacionada,2
code_186_09,186.09,Otras cuentas y documentos por cobrar a largo plazo,2
code_186_10,186.10,Otras cuentas y documentos por cobrar a largo plazo parte relacionada,2
code_187,187,Participación de los trabajadores en las utilidades diferidas,1
code_187_01,187.01,Participación de los trabajadores en las utilidades diferidas,2
code_188,188,Inversiones permanentes en acciones,1
code_188_01,188.01,Inversiones a largo plazo en subsidiarias,2
code_188_02,188.02,Inversiones a largo plazo en asociadas,2
code_188_03,188.03,Otras inversiones permanentes en acciones,2
code_189,189,Estimación por deterioro de inversiones permanentes en acciones,1
code_189_01,189.01,Estimación por deterioro de inversiones permanentes en acciones,2
code_190,190,Otros instrumentos financieros,1
code_190_01,190.01,Otros instrumentos financieros,2
code_191,191,Otros activos a largo plazo,1
code_191_01,191.01,Otros activos a largo plazo,2
code_200,200,Pasivo,0
code_200_01,200.01,Pasivo a corto plazo,0
code_201,201,Proveedores,1
code_201_01,201.01,Proveedores nacionales,2
code_201_02,201.02,Proveedores extranjeros,2
code_201_03,201.03,Proveedores nacionales parte relacionada,2
code_201_04,201.04,Proveedores extranjeros parte relacionada,2
code_202,202,Cuentas por pagar a corto plazo,1
code_202_01,202.01,Documentos por pagar bancario y financiero nacional,2
code_202_02,202.02,Documentos por pagar bancario y financiero extranjero,2
code_202_03,202.03,Documentos y cuentas por pagar a corto plazo nacional,2
code_202_04,202.04,Documentos y cuentas por pagar a corto plazo extranjero,2
code_202_05,202.05,Documentos y cuentas por pagar a corto plazo nacional parte relacionada,2
code_202_06,202.06,Documentos y cuentas por pagar a corto plazo extranjero parte relacionada,2
code_202_07,202.07,Intereses por pagar a corto plazo nacional,2
code_202_08,202.08,Intereses por pagar a corto plazo extranjero,2
code_202_09,202.09,Intereses por pagar a corto plazo nacional parte relacionada,2
code_202_10,202.10,Intereses por pagar a corto plazo extranjero parte relacionada,2
code_202_11,202.11,Dividendo por pagar nacional,2
code_202_12,202.12,Dividendo por pagar extranjero,2
code_203,203,Cobros anticipados a corto plazo,1
code_203_01,203.01,Rentas cobradas por anticipado a corto plazo nacional,2
code_203_02,203.02,Rentas cobradas por anticipado a corto plazo extranjero,2
code_203_03,203.03,Rentas cobradas por anticipado a corto plazo nacional parte relacionada,2
code_203_04,203.04,Rentas cobradas por anticipado a corto plazo extranjero parte relacionada,2
code_203_05,203.05,Intereses cobrados por anticipado a corto plazo nacional,2
code_203_06,203.06,Intereses cobrados por anticipado a corto plazo extranjero,2
code_203_07,203.07,Intereses cobrados por anticipado a corto plazo nacional parte relacionada,2
code_203_08,203.08,Intereses cobrados por anticipado a corto plazo extranjero parte relacionada,2
code_203_09,203.09,Factoraje financiero cobrados por anticipado a corto plazo nacional,2
code_203_10,203.10,Factoraje financiero cobrados por anticipado a corto plazo extranjero,2
code_203_11,203.11,Factoraje financiero cobrados por anticipado a corto plazo nacional parte relacionada,2
code_203_12,203.12,Factoraje financiero cobrados por anticipado a corto plazo extranjero parte relacionada,2
code_203_13,203.13,Arrendamiento financiero cobrados por anticipado a corto plazo nacional,2
code_203_14,203.14,Arrendamiento financiero cobrados por anticipado a corto plazo extranjero,2
code_203_15,203.15,Arrendamiento financiero cobrados por anticipado a corto plazo nacional parte relacionada,2
code_203_16,203.16,Arrendamiento financiero cobrados por anticipado a corto plazo extranjero parte relacionada,2
code_203_17,203.17,Derechos fiduciarios,2
code_203_18,203.18,Otros cobros anticipados,2
code_204,204,Instrumentos financieros a corto plazo,1
code_204_01,204.01,Instrumentos financieros a corto plazo,2
code_205,205,Acreedores diversos a corto plazo,1
code_205_01,205.01,"Socios, accionistas o representante legal",2
code_205_02,205.02,Acreedores diversos a corto plazo nacional,2
code_205_03,205.03,Acreedores diversos a corto plazo extranjero,2
code_205_04,205.04,Acreedores diversos a corto plazo nacional parte relacionada,2
code_205_05,205.05,Acreedores diversos a corto plazo extranjero parte relacionada,2
code_205_06,205.06,Otros acreedores diversos a corto plazo,2
code_206,206,Anticipo de cliente,1
code_206_01,206.01,Anticipo de cliente nacional,2
code_206_02,206.02,Anticipo de cliente extranjero,2
code_206_03,206.03,Anticipo de cliente nacional parte relacionada,2
code_206_04,206.04,Anticipo de cliente extranjero parte relacionada,2
code_206_05,206.05,Otros anticipos de clientes,2
code_207,207,Impuestos trasladados,1
code_207_01,207.01,IVA trasladado,2
code_207_02,207.02,IEPS trasladado,2
code_208,208,Impuestos trasladados cobrados,1
code_208_01,208.01,IVA trasladado cobrado,2
code_208_02,208.02,IEPS trasladado cobrado,2
code_209,209,Impuestos trasladados no cobrados,1
code_209_01,209.01,IVA trasladado no cobrado,2
code_209_02,209.02,IEPS trasladado no cobrado,2
code_210,210,Provisión de sueldos y salarios por pagar,1
code_210_01,210.01,Provisión de sueldos y salarios por pagar,2
code_210_02,210.02,Provisión de vacaciones por pagar,2
code_210_03,210.03,Provisión de aguinaldo por pagar,2
code_210_04,210.04,Provisión de fondo de ahorro por pagar,2
code_210_05,210.05,Provisión de asimilados a salarios por pagar,2
code_210_06,210.06,Provisión de anticipos o remanentes por distribuir,2
code_210_07,210.07,Provisión de otros sueldos y salarios por pagar,2
code_211,211,Provisión de contribuciones de seguridad social por pagar,1
code_211_01,211.01,Provisión de IMSS patronal por pagar,2
code_211_02,211.02,Provisión de SAR por pagar,2
code_211_03,211.03,Provisión de INFONAVIT por pagar,2
code_212,212,Provisión de impuesto estatal sobre nómina por pagar,1
code_212_01,212.01,Provisión de impuesto estatal sobre nómina por pagar,2
code_213,213,Impuestos y derechos por pagar,1
code_213_01,213.01,IVA por pagar,2
code_213_02,213.02,IEPS por pagar,2
code_213_03,213.03,ISR por pagar,2
code_213_04,213.04,Impuesto estatal sobre nómina por pagar,2
code_213_05,213.05,Impuesto estatal y municipal por pagar,2
code_213_06,213.06,Derechos por pagar,2
code_213_07,213.07,Otros impuestos por pagar,2
code_214,214,Dividendos por pagar,1
code_214_01,214.01,Dividendos por pagar,2
code_215,215,PTU por pagar,1
code_215_01,215.01,PTU por pagar,2
code_215_02,215.02,PTU por pagar de ejercicios anteriores,2
code_215_03,215.03,Provisión de PTU por pagar,2
code_216,216,Impuestos retenidos,1
code_216_01,216.01,Impuestos retenidos de ISR por sueldos y salarios,2
code_216_02,216.02,Impuestos retenidos de ISR por asimilados a salarios,2
code_216_03,216.03,Impuestos retenidos de ISR por arrendamiento,2
code_216_04,216.04,Impuestos retenidos de ISR por servicios profesionales,2
code_216_05,216.05,Impuestos retenidos de ISR por dividendos,2
code_216_06,216.06,Impuestos retenidos de ISR por intereses,2
code_216_07,216.07,Impuestos retenidos de ISR por pagos al extranjero,2
code_216_08,216.08,Impuestos retenidos de ISR por venta de acciones,2
code_216_09,216.09,Impuestos retenidos de ISR por venta de partes sociales,2
code_216_10,216.10,Impuestos retenidos de IVA,2
code_216_11,216.11,Retenciones de IMSS a los trabajadores,2
code_216_12,216.12,Otras impuestos retenidos,2
code_217,217,Pagos realizados por cuenta de terceros,1
code_217_01,217.01,Pagos realizados por cuenta de terceros,2
code_218,218,Otros pasivos a corto plazo,1
code_218_01,218.01,Otros pasivos a corto plazo,2
code_200_02,200.02,Pasivo a largo plazo,0
code_251,251,Acreedores diversos a largo plazo,1
code_251_01,251.01,"Socios, accionistas o representante legal",2
code_251_02,251.02,Acreedores diversos a largo plazo nacional,2
code_251_03,251.03,Acreedores diversos a largo plazo extranjero,2
code_251_04,251.04,Acreedores diversos a largo plazo nacional parte relacionada,2
code_251_05,251.05,Acreedores diversos a largo plazo extranjero parte relacionada,2
code_251_06,251.06,Otros acreedores diversos a largo plazo,2
code_252,252,Cuentas por pagar a largo plazo,1
code_252_01,252.01,Documentos bancarios y financieros por pagar a largo plazo nacional,2
code_252_02,252.02,Documentos bancarios y financieros por pagar a largo plazo extranjero,2
code_252_03,252.03,Documentos y cuentas por pagar a largo plazo nacional,2
code_252_04,252.04,Documentos y cuentas por pagar a largo plazo extranjero,2
code_252_05,252.05,Documentos y cuentas por pagar a largo plazo nacional parte relacionada,2
code_252_06,252.06,Documentos y cuentas por pagar a largo plazo extranjero parte relacionada,2
code_252_07,252.07,Hipotecas por pagar a largo plazo nacional,2
code_252_08,252.08,Hipotecas por pagar a largo plazo extranjero,2
code_252_09,252.09,Hipotecas por pagar a largo plazo nacional parte relacionada,2
code_252_10,252.10,Hipotecas por pagar a largo plazo extranjero parte relacionada,2
code_252_11,252.11,Intereses por pagar a largo plazo nacional,2
code_252_12,252.12,Intereses por pagar a largo plazo extranjero,2
code_252_13,252.13,Intereses por pagar a largo plazo nacional parte relacionada,2
code_252_14,252.14,Intereses por pagar a largo plazo extranjero parte relacionada,2
code_252_15,252.15,Dividendos por pagar nacionales,2
code_252_16,252.16,Dividendos por pagar extranjeros,2
code_252_17,252.17,Otras cuentas y documentos por pagar a largo plazo,2
code_253,253,Cobros anticipados a largo plazo,1
code_253_01,253.01,Rentas cobradas por anticipado a largo plazo nacional,2
code_253_02,253.02,Rentas cobradas por anticipado a largo plazo extranjero,2
code_253_03,253.03,Rentas cobradas por anticipado a largo plazo nacional parte relacionada,2
code_253_04,253.04,Rentas cobradas por anticipado a largo plazo extranjero parte relacionada,2
code_253_05,253.05,Intereses cobrados por anticipado a largo plazo nacional,2
code_253_06,253.06,Intereses cobrados por anticipado a largo plazo extranjero,2
code_253_07,253.07,Intereses cobrados por anticipado a largo plazo nacional parte relacionada,2
code_253_08,253.08,Intereses cobrados por anticipado a largo plazo extranjero parte relacionada,2
code_253_09,253.09,Factoraje financiero cobrados por anticipado a largo plazo nacional,2
code_253_10,253.10,Factoraje financiero cobrados por anticipado a largo plazo extranjero,2
code_253_11,253.11,Factoraje financiero cobrados por anticipado a largo plazo nacional parte relacionada,2
code_253_12,253.12,Factoraje financiero cobrados por anticipado a largo plazo extranjero parte relacionada,2
code_253_13,253.13,Arrendamiento financiero cobrados por anticipado a largo plazo nacional,2
code_253_14,253.14,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero,2
code_253_15,253.15,Arrendamiento financiero cobrados por anticipado a largo plazo nacional parte relacionada,2
code_253_16,253.16,Arrendamiento financiero cobrados por anticipado a largo plazo extranjero parte relacionada,2
code_253_17,253.17,Derechos fiduciarios,2
code_253_18,253.18,Otros cobros anticipados,2
code_254,254,Instrumentos financieros a largo plazo,1
code_254_01,254.01,Instrumentos financieros a largo plazo,2
code_255,255,Pasivos por beneficios a los empleados a largo plazo,1
code_255_01,255.01,Pasivos por beneficios a los empleados a largo plazo,2
code_256,256,Otros pasivos a largo plazo,1
code_256_01,256.01,Otros pasivos a largo plazo,2
code_257,257,Participación de los trabajadores en las utilidades diferida,1
code_257_01,257.01,Participación de los trabajadores en las utilidades diferida,2
code_258,258,Obligaciones contraídas de fideicomisos,1
code_258_01,258.01,Obligaciones contraídas de fideicomisos,2
code_259,259,Impuestos diferidos,1
code_259_01,259.01,ISR diferido,2
code_259_02,259.02,ISR por dividendo diferido,2
code_259_03,259.03,Otros impuestos diferidos,2
code_260,260,Pasivos diferidos,1
code_260_01,260.01,Pasivos diferidos,2
code_300,300,Capital contable,0
code_301,301,Capital social,1
code_301_01,301.01,Capital fijo,2
code_301_02,301.02,Capital variable,2
code_301_03,301.03,Aportaciones para futuros aumentos de capital,2
code_301_04,301.04,Prima en suscripción de acciones,2
code_301_05,301.05,Prima en suscripción de partes sociales,2
code_302,302,Patrimonio,1
code_302_01,302.01,Patrimonio,2
code_302_02,302.02,Aportación patrimonial,2
code_302_03,302.03,Déficit o remanente del ejercicio,2
code_303,303,Reserva legal,1
code_303_01,303.01,Reserva legal,2
code_304,304,Resultado de ejercicios anteriores,1
code_304_01,304.01,Utilidad de ejercicios anteriores,2
code_304_02,304.02,Pérdida de ejercicios anteriores,2
code_304_03,304.03,Resultado integral de ejercicios anteriores,2
code_304_04,304.04,Déficit o remanente de ejercicio anteriores,2
code_305,305,Resultado del ejercicio,1
code_305_01,305.01,Utilidad del ejercicio,2
code_305_02,305.02,Pérdida del ejercicio,2
code_305_03,305.03,Resultado integral,2
code_306,306,Otras cuentas de capital,1
code_306_01,306.01,Otras cuentas de capital,2
code_400,400,Ingresos,0
code_401,401,Ingresos,1
code_401_01,401.01,Ventas y/o servicios gravados a la tasa general,2
code_401_02,401.02,Ventas y/o servicios gravados a la tasa general de contado,2
code_401_03,401.03,Ventas y/o servicios gravados a la tasa general a crédito,2
code_401_04,401.04,Ventas y/o servicios gravados al 0%,2
code_401_05,401.05,Ventas y/o servicios gravados al 0% de contado,2
code_401_06,401.06,Ventas y/o servicios gravados al 0% a crédito,2
code_401_07,401.07,Ventas y/o servicios exentos,2
code_401_08,401.08,Ventas y/o servicios exentos de contado,2
code_401_09,401.09,Ventas y/o servicios exentos a crédito,2
code_401_10,401.10,Ventas y/o servicios gravados a la tasa general nacionales partes relacionadas,2
code_401_11,401.11,Ventas y/o servicios gravados a la tasa general extranjeros partes relacionadas,2
code_401_12,401.12,Ventas y/o servicios gravados al 0% nacionales partes relacionadas,2
code_401_13,401.13,Ventas y/o servicios gravados al 0% extranjeros partes relacionadas,2
code_401_14,401.14,Ventas y/o servicios exentos nacionales partes relacionadas,2
code_401_15,401.15,Ventas y/o servicios exentos extranjeros partes relacionadas,2
code_401_16,401.16,Ingresos por servicios administrativos,2
code_401_17,401.17,Ingresos por servicios administrativos nacionales partes relacionadas,2
code_401_18,401.18,Ingresos por servicios administrativos extranjeros partes relacionadas,2
code_401_19,401.19,Ingresos por servicios profesionales,2
code_401_20,401.20,Ingresos por servicios profesionales nacionales partes relacionadas,2
code_401_21,401.21,Ingresos por servicios profesionales extranjeros partes relacionadas,2
code_401_22,401.22,Ingresos por arrendamiento,2
code_401_23,401.23,Ingresos por arrendamiento nacionales partes relacionadas,2
code_401_24,401.24,Ingresos por arrendamiento extranjeros partes relacionadas,2
code_401_25,401.25,Ingresos por exportación,2
code_401_26,401.26,Ingresos por comisiones,2
code_401_27,401.27,Ingresos por maquila,2
code_401_28,401.28,Ingresos por coordinados,2
code_401_29,401.29,Ingresos por regalías,2
code_401_30,401.30,Ingresos por asistencia técnica,2
code_401_31,401.31,Ingresos por donativos,2
code_401_32,401.32,Ingresos por intereses (actividad propia),2
code_401_33,401.33,Ingresos de copropiedad,2
code_401_34,401.34,Ingresos por fideicomisos,2
code_401_35,401.35,Ingresos por factoraje financiero,2
code_401_36,401.36,Ingresos por arrendamiento financiero,2
code_401_37,401.37,Ingresos de extranjeros con establecimiento en el país,2
code_401_38,401.38,Otros ingresos propios,2
code_401_39,401.39,Ventas y/o servicios gravados realizados en zona fronteriza norte,2
code_401_40,401.40,Ventas y/o servicios gravados realizados en zona fronteriza norte de contado,2
code_401_41,401.41,Ventas y/o servicios gravados realizados en zona fronteriza norte a crédito,2
code_402,402,"Devoluciones, descuentos o bonificaciones sobre ingresos",1
code_402_01,402.01,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios a la tasa general",2
code_402_02,402.02,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios al 0%",2
code_402_03,402.03,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios exentos",2
code_402_04,402.04,"Devoluciones, descuentos o bonificaciones de otros ingresos",2
code_402_05,402.05,"Devoluciones, descuentos o bonificaciones sobre ventas y/o servicios en zona fronteriza norte",2
code_403,403,Otros ingresos,1
code_403_01,403.01,Otros Ingresos,2
code_403_02,403.02,Otros ingresos nacionales parte relacionada,2
code_403_03,403.03,Otros ingresos extranjeros parte relacionada,2
code_403_04,403.04,Ingresos por operaciones discontinuas,2
code_403_05,403.05,Ingresos por condonación de adeudo,2
code_500,500,Costos,0
code_501,501,Costo de venta y/o servicio,1
code_501_01,501.01,Costo de venta,2
code_501_02,501.02,Costo de servicios (Mano de obra),2
code_501_03,501.03,Materia prima directa utilizada para la producción,2
code_501_04,501.04,Materia prima consumida en el proceso productivo,2
code_501_05,501.05,Mano de obra directa consumida,2
code_501_06,501.06,Mano de obra directa,2
code_501_07,501.07,Cargos indirectos de producción,2
code_501_08,501.08,Otros conceptos de costo,2
code_502,502,Compras,1
code_502_01,502.01,Compras nacionales,2
code_502_02,502.02,Compras nacionales parte relacionada,2
code_502_03,502.03,Compras de Importación,2
code_502_04,502.04,Compras de Importación partes relacionadas,2
code_503,503,"Devoluciones, descuentos o bonificaciones sobre compras",1
code_503_01,503.01,"Devoluciones, descuentos o bonificaciones sobre compras",2
code_504,504,Otras cuentas de costos,1
code_504_01,504.01,Gastos indirectos de fabricación,2
code_504_02,504.02,Gastos indirectos de fabricación de partes relacionadas nacionales,2
code_504_03,504.03,Gastos indirectos de fabricación de partes relacionadas extranjeras,2
code_504_04,504.04,Otras cuentas de costos incurridos,2
code_504_05,504.05,Otras cuentas de costos incurridos con partes relacionadas nacionales,2
code_504_06,504.06,Otras cuentas de costos incurridos con partes relacionadas extranjeras,2
code_504_07,504.07,Depreciación de edificios,2
code_504_08,504.08,Depreciación de maquinaria y equipo,2
code_504_09,504.09,"Depreciación de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques",2
code_504_10,504.10,Depreciación de mobiliario y equipo de oficina,2
code_504_11,504.11,Depreciación de equipo de cómputo,2
code_504_12,504.12,Depreciación de equipo de comunicación,2
code_504_13,504.13,"Depreciación de activos biológicos, vegetales y semovientes",2
code_504_14,504.14,Depreciación de otros activos fijos,2
code_504_15,504.15,Depreciación de ferrocarriles,2
code_504_16,504.16,Depreciación de embarcaciones,2
code_504_17,504.17,Depreciación de aviones,2
code_504_18,504.18,"Depreciación de troqueles, moldes, matrices y herramental",2
code_504_19,504.19,Depreciación de equipo de comunicaciones telefónicas,2
code_504_20,504.20,Depreciación de equipo de comunicación satelital,2
code_504_21,504.21,Depreciación de equipo de adaptaciones para personas con capacidades diferentes,2
code_504_22,504.22,Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,2
code_504_23,504.23,Depreciación de adaptaciones y mejoras,2
code_504_24,504.24,Depreciación de otra maquinaria y equipo,2
code_504_25,504.25,Otras cuentas de costos,2
code_505,505,Costo de activo fijo,1
code_505_01,505.01,Costo por venta de activo fijo,2
code_505_02,505.02,Costo por baja de activo fijo,2
code_600,600,Gastos,0
code_601,601,Gastos generales,1
code_601_01,601.01,Sueldos y salarios,2
code_601_02,601.02,Compensaciones,2
code_601_03,601.03,Tiempos extras,2
code_601_04,601.04,Premios de asistencia,2
code_601_05,601.05,Premios de puntualidad,2
code_601_06,601.06,Vacaciones,2
code_601_07,601.07,Prima vacacional,2
code_601_08,601.08,Prima dominical,2
code_601_09,601.09,Días festivos,2
code_601_10,601.10,Gratificaciones,2
code_601_11,601.11,Primas de antigüedad,2
code_601_12,601.12,Aguinaldo,2
code_601_13,601.13,Indemnizaciones,2
code_601_14,601.14,Destajo,2
code_601_15,601.15,Despensa,2
code_601_16,601.16,Transporte,2
code_601_17,601.17,Servicio médico,2
code_601_18,601.18,Ayuda en gastos funerarios,2
code_601_19,601.19,Fondo de ahorro,2
code_601_20,601.20,Cuotas sindicales,2
code_601_21,601.21,PTU,2
code_601_22,601.22,Estímulo al personal,2
code_601_23,601.23,Previsión social,2
code_601_24,601.24,Aportaciones para el plan de jubilación,2
code_601_25,601.25,Otras prestaciones al personal,2
code_601_26,601.26,Cuotas al IMSS,2
code_601_27,601.27,Aportaciones al INFONAVIT,2
code_601_28,601.28,Aportaciones al SAR,2
code_601_29,601.29,Impuesto estatal sobre nóminas,2
code_601_30,601.30,Otras aportaciones,2
code_601_31,601.31,Asimilados a salarios,2
code_601_32,601.32,Servicios administrativos,2
code_601_33,601.33,Servicios administrativos partes relacionadas,2
code_601_34,601.34,Honorarios a personas físicas residentes nacionales,2
code_601_35,601.35,Honorarios a personas físicas residentes nacionales partes relacionadas,2
code_601_36,601.36,Honorarios a personas físicas residentes del extranjero,2
code_601_37,601.37,Honorarios a personas físicas residentes del extranjero partes relacionadas,2
code_601_38,601.38,Honorarios a personas morales residentes nacionales,2
code_601_39,601.39,Honorarios a personas morales residentes nacionales partes relacionadas,2
code_601_40,601.40,Honorarios a personas morales residentes del extranjero,2
code_601_41,601.41,Honorarios a personas morales residentes del extranjero partes relacionadas,2
code_601_42,601.42,Honorarios aduanales personas físicas,2
code_601_43,601.43,Honorarios aduanales personas morales,2
code_601_44,601.44,Honorarios al consejo de administración,2
code_601_45,601.45,Arrendamiento a personas físicas residentes nacionales,2
code_601_46,601.46,Arrendamiento a personas morales residentes nacionales,2
code_601_47,601.47,Arrendamiento a residentes del extranjero,2
code_601_48,601.48,Combustibles y lubricantes,2
code_601_49,601.49,Viáticos y gastos de viaje,2
code_601_50,601.50,"Teléfono, internet",2
code_601_51,601.51,Agua,2
code_601_52,601.52,Energía eléctrica,2
code_601_53,601.53,Vigilancia y seguridad,2
code_601_54,601.54,Limpieza,2
code_601_55,601.55,Papelería y artículos de oficina,2
code_601_56,601.56,Mantenimiento y conservación,2
code_601_57,601.57,Seguros y fianzas,2
code_601_58,601.58,Otros impuestos y derechos,2
code_601_59,601.59,Recargos fiscales,2
code_601_60,601.60,Cuotas y suscripciones,2
code_601_61,601.61,Propaganda y publicidad,2
code_601_62,601.62,Capacitación al personal,2
code_601_63,601.63,Donativos y ayudas,2
code_601_64,601.64,Asistencia técnica,2
code_601_65,601.65,Regalías sujetas a otros porcentajes,2
code_601_66,601.66,Regalías sujetas al 5%,2
code_601_67,601.67,Regalías sujetas al 10%,2
code_601_68,601.68,Regalías sujetas al 15%,2
code_601_69,601.69,Regalías sujetas al 25%,2
code_601_70,601.70,Regalías sujetas al 30%,2
code_601_71,601.71,Regalías sin retención,2
code_601_72,601.72,Fletes y acarreos,2
code_601_73,601.73,Gastos de importación,2
code_601_74,601.74,Comisiones sobre ventas,2
code_601_75,601.75,Comisiones por tarjetas de crédito,2
code_601_76,601.76,Patentes y marcas,2
code_601_77,601.77,Uniformes,2
code_601_78,601.78,Prediales,2
code_601_79,601.79,Gastos generales de urbanización,2
code_601_80,601.80,Gastos generales de construcción,2
code_601_81,601.81,Fletes del extranjero,2
code_601_82,601.82,Recolección de bienes del sector agropecuario y/o ganadero,2
code_601_83,601.83,Gastos no deducibles (sin requisitos fiscales),2
code_601_84,601.84,Otros gastos generales,2
code_602,602,Gastos de venta,1
code_602_01,602.01,Sueldos y salarios,2
code_602_02,602.02,Compensaciones,2
code_602_03,602.03,Tiempos extras,2
code_602_04,602.04,Premios de asistencia,2
code_602_05,602.05,Premios de puntualidad,2
code_602_06,602.06,Vacaciones,2
code_602_07,602.07,Prima vacacional,2
code_602_08,602.08,Prima dominical,2
code_602_09,602.09,Días festivos,2
code_602_10,602.10,Gratificaciones,2
code_602_11,602.11,Primas de antigüedad,2
code_602_12,602.12,Aguinaldo,2
code_602_13,602.13,Indemnizaciones,2
code_602_14,602.14,Destajo,2
code_602_15,602.15,Despensa,2
code_602_16,602.16,Transporte,2
code_602_17,602.17,Servicio médico,2
code_602_18,602.18,Ayuda en gastos funerarios,2
code_602_19,602.19,Fondo de ahorro,2
code_602_20,602.20,Cuotas sindicales,2
code_602_21,602.21,PTU,2
code_602_22,602.22,Estímulo al personal,2
code_602_23,602.23,Previsión social,2
code_602_24,602.24,Aportaciones para el plan de jubilación,2
code_602_25,602.25,Otras prestaciones al personal,2
code_602_26,602.26,Cuotas al IMSS,2
code_602_27,602.27,Aportaciones al INFONAVIT,2
